TransactionID,Date,Month,Month_Num,Quarter,Year,Region,Vendor,Category,Product,Unit_Price_BDT,Quantity,Discount_Pct,Total_Sale_BDT,Customer_Segment,Sales_Channel,Payment_Method
TXN0979,2024-08-14,August,8,Q3,2024,Sylhet,Halda Merchants,Pharmaceuticals,Antacid Syrup,80,26,7.5,1924.0,Corporate,In-Store,Bank Transfer
TXN0980,2024-08-14,August,8,Q3,2024,Khulna,Rahim & Sons Co.,Electronics,Laptop,55000,19,3.2,1011560.0,Government,In-Store,Cash
TXN0981,2024-08-14,August,8,Q3,2024,Sylhet,Padma Enterprise,Electronics,Laptop,55000,8,4.0,422400.0,Corporate,Field Agent,Bank Transfer
TXN0982,2024-08-14,August,8,Q3,2024,Rangpur,Bismillah Trading,Agro Products,Jute Bale,2200,26,6.2,53653.6,Retail,Field Agent,Bank Transfer
TXN0983,2024-08-15,August,8,Q3,2024,Chattogram,Surma Trade Co.,Home & Furniture,Steel Almirah,8500,8,5.0,64600.0,Government,Field Agent,bKash
TXN0984,2024-08-15,August,8,Q3,2024,Dhaka,Metro Trading House,Electronics,Electric Fan,1500,9,7.7,12460.5,Government,In-Store,Credit Card
TXN0985,2024-08-15,August,8,Q3,2024,Rajshahi,National Suppliers Ltd.,Electronics,Smart TV,35000,24,12.5,735000.0,Retail,In-Store,Credit Card
TXN0986,2024-08-15,August,8,Q3,2024,Khulna,National Suppliers Ltd.,Electronics,Rice Cooker,2200,1,0.7,2184.6,Government,Online,bKash
TXN0987,2024-08-16,August,8,Q3,2024,Khulna,Sonali Commerce,Stationery & Office,Printer Paper,550,34,4.0,17952.0,Retail,Distributor,Cash
TXN0988,2024-08-16,August,8,Q3,2024,Dhaka,National Suppliers Ltd.,Agro Products,Pesticide,850,44,9.6,33809.6,Government,Distributor,Cash
TXN0989,2024-08-16,August,8,Q3,2024,Chattogram,Prime Goods BD,Home & Furniture,Steel Almirah,8500,2,14.0,14620.0,Retail,Online,Credit Card
TXN0990,2024-08-16,August,8,Q3,2024,Barishal,Al-Amin Wholesale,Stationery & Office,Ballpoint Pen Box,180,26,13.5,4048.2,Wholesale,Distributor,Cash
TXN0991,2024-08-16,August,8,Q3,2024,Rajshahi,Padma Enterprise,Agro Products,Pesticide,850,26,1.5,21768.5,Retail,Distributor,Cash
TXN0992,2024-08-16,August,8,Q3,2024,Mymensingh,Prime Goods BD,Electronics,Electric Fan,1500,10,3.2,14520.0,Government,Online,Bank Transfer
TXN0993,2024-08-17,August,8,Q3,2024,Rajshahi,Jamuna Suppliers,Home & Furniture,Curtain,700,31,11.4,19226.2,Government,Field Agent,Nagad
TXN0994,2024-08-17,August,8,Q3,2024,Rajshahi,Jamuna Suppliers,Agro Products,Hybrid Seeds,300,31,13.4,8053.8,Wholesale,Distributor,Nagad
TXN0995,2024-08-17,August,8,Q3,2024,Dhaka,Dhaka General Supplies,Pharmaceuticals,Saline,40,8,11.4,283.52,Corporate,In-Store,Bank Transfer
TXN0996,2024-08-18,August,8,Q3,2024,Rangpur,Bangladesh Agro Depot,Home & Furniture,Plastic Chair,600,49,12.7,25666.2,Wholesale,Distributor,Cash
TXN0997,2024-08-18,August,8,Q3,2024,Dhaka,Halda Merchants,Agro Products,Pesticide,850,50,10.3,38122.5,Government,Online,bKash
TXN0998,2024-08-19,August,8,Q3,2024,Rangpur,Metro Trading House,Stationery & Office,Printer Paper,550,45,11.2,21978.0,Wholesale,Distributor,Bank Transfer
TXN0999,2024-08-19,August,8,Q3,2024,Dhaka,Metro Trading House,Home & Furniture,Steel Almirah,8500,14,14.3,101983.0,Government,Distributor,Bank Transfer
TXN1000,2024-08-19,August,8,Q3,2024,Mymensingh,Bangladesh Agro Depot,Pharmaceuticals,Vitamin C,30,36,4.3,1033.56,Government,Distributor,Credit Card
TXN1001,2024-08-19,August,8,Q3,2024,Dhaka,Shovon Brothers Ltd.,Cosmetics & Beauty,Lipstick,150,2,7.4,277.8,Corporate,Online,Bank Transfer
TXN1002,2024-08-19,August,8,Q3,2024,Sylhet,Al-Amin Wholesale,Electronics,Rice Cooker,2200,28,12.9,53653.6,Retail,Distributor,bKash
TXN1003,2024-08-19,August,8,Q3,2024,Dhaka,Jamuna Suppliers,Food & Beverage,Mustard Oil,180,41,14.2,6332.04,Retail,Field Agent,Bank Transfer
TXN1004,2024-08-19,August,8,Q3,2024,Rajshahi,Teesta Traders,Clothing & Textiles,T-Shirt,450,40,8.3,16506.0,Retail,Distributor,bKash
TXN1005,2024-08-20,August,8,Q3,2024,Khulna,Shovon Brothers Ltd.,Home & Furniture,Curtain,700,41,14.3,24595.9,Wholesale,Field Agent,Bank Transfer
TXN1006,2024-08-20,August,8,Q3,2024,Chattogram,Prime Goods BD,Home & Furniture,Pillow,350,18,1.4,6211.8,Wholesale,In-Store,bKash
TXN1007,2024-08-20,August,8,Q3,2024,Khulna,Dhaka General Supplies,Food & Beverage,Rice (50kg),2800,28,8.0,72128.0,Wholesale,Distributor,bKash
TXN1008,2024-08-20,August,8,Q3,2024,Chattogram,Al-Amin Wholesale,Clothing & Textiles,T-Shirt,450,49,13.9,18985.05,Government,Distributor,Cash
TXN1009,2024-08-21,August,8,Q3,2024,Rajshahi,Rupsha Distributors,Electronics,Rice Cooker,2200,8,5.4,16649.6,Retail,Distributor,bKash
TXN1010,2024-08-22,August,8,Q3,2024,Khulna,National Suppliers Ltd.,Food & Beverage,Noodles,25,19,9.4,430.35,Wholesale,Field Agent,Bank Transfer
TXN1011,2024-08-22,August,8,Q3,2024,Chattogram,Halda Merchants,Cosmetics & Beauty,Talcum Powder,90,46,11.2,3676.32,Corporate,Distributor,Bank Transfer
TXN1012,2024-08-22,August,8,Q3,2024,Dhaka,Jamuna Suppliers,Clothing & Textiles,Salwar Kameez,700,28,0.5,19502.0,Retail,Online,bKash
TXN1013,2024-08-22,August,8,Q3,2024,Sylhet,Prime Goods BD,Clothing & Textiles,Jeans,800,38,4.6,29001.6,Retail,Distributor,Nagad
TXN1014,2024-08-22,August,8,Q3,2024,Dhaka,National Suppliers Ltd.,Pharmaceuticals,Antacid Syrup,80,5,5.5,378.0,Wholesale,Field Agent,Cash
TXN1015,2024-08-22,August,8,Q3,2024,Mymensingh,Meghna Traders,Agro Products,Potato (Sack),1100,43,10.7,42238.9,Government,Distributor,Credit Card
TXN1016,2024-08-23,August,8,Q3,2024,Mymensingh,Meghna Traders,Food & Beverage,Mineral Water,20,14,9.9,252.28,Corporate,Field Agent,Nagad
TXN1017,2024-08-23,August,8,Q3,2024,Barishal,Metro Trading House,Agro Products,Potato (Sack),1100,37,14.4,34839.2,Corporate,Distributor,Nagad
TXN1018,2024-08-23,August,8,Q3,2024,Rajshahi,Shovon Brothers Ltd.,Stationery & Office,Ballpoint Pen Box,180,21,0.3,3768.66,Retail,In-Store,bKash
TXN1019,2024-08-23,August,8,Q3,2024,Rangpur,Star Mart BD,Food & Beverage,Mustard Oil,180,14,12.2,2212.56,Government,In-Store,Bank Transfer
TXN1020,2024-08-23,August,8,Q3,2024,Rangpur,Karnaphuli Goods,Food & Beverage,Mustard Oil,180,11,7.4,1833.48,Corporate,Field Agent,bKash
TXN1021,2024-08-23,August,8,Q3,2024,Chattogram,Dhaka General Supplies,Stationery & Office,Printer Paper,550,31,5.2,16163.4,Corporate,Field Agent,Cash
TXN1022,2024-08-24,August,8,Q3,2024,Chattogram,Al-Amin Wholesale,Agro Products,Potato (Sack),1100,3,12.4,2890.8,Retail,In-Store,Cash
TXN1023,2024-08-24,August,8,Q3,2024,Chattogram,Shovon Brothers Ltd.,Agro Products,Fertilizer,1200,11,10.0,11880.0,Government,Field Agent,Cash
TXN1024,2024-08-24,August,8,Q3,2024,Khulna,Rupsha Distributors,Agro Products,Pesticide,850,9,10.8,6823.8,Government,Online,Credit Card
TXN1025,2024-08-24,August,8,Q3,2024,Rangpur,Halda Merchants,Stationery & Office,Stapler,350,40,12.1,12306.0,Corporate,Online,bKash
TXN1026,2024-08-24,August,8,Q3,2024,Mymensingh,Padma Enterprise,Pharmaceuticals,Saline,40,45,8.2,1652.4,Wholesale,Distributor,bKash
TXN1027,2024-08-24,August,8,Q3,2024,Chattogram,Greenfield Distributors,Pharmaceuticals,Saline,40,44,10.6,1573.44,Government,Field Agent,bKash
TXN1028,2024-08-24,August,8,Q3,2024,Barishal,Al-Amin Wholesale,Cosmetics & Beauty,Hair Oil,180,28,3.3,4873.68,Retail,Online,bKash
TXN1029,2024-08-24,August,8,Q3,2024,Rangpur,Sonali Commerce,Cosmetics & Beauty,Hair Oil,180,40,8.4,6595.2,Wholesale,Distributor,Nagad
TXN1030,2024-08-25,August,8,Q3,2024,Dhaka,Metro Trading House,Pharmaceuticals,Vitamin C,30,14,7.0,390.6,Retail,In-Store,Credit Card
TXN1031,2024-08-25,August,8,Q3,2024,Sylhet,Prime Goods BD,Pharmaceuticals,Paracetamol,10,44,0.1,439.56,Wholesale,Online,Nagad
TXN1032,2024-08-25,August,8,Q3,2024,Dhaka,Jamuna Suppliers,Clothing & Textiles,Saree,1200,11,7.0,12276.0,Government,Field Agent,Bank Transfer
TXN1033,2024-08-25,August,8,Q3,2024,Rangpur,Padma Enterprise,Food & Beverage,Noodles,25,50,13.8,1077.5,Retail,Field Agent,Bank Transfer
TXN1034,2024-08-25,August,8,Q3,2024,Dhaka,Al-Amin Wholesale,Electronics,Rice Cooker,2200,12,5.0,25080.0,Retail,Field Agent,bKash
TXN1035,2024-08-26,August,8,Q3,2024,Sylhet,Halda Merchants,Electronics,Rice Cooker,2200,4,13.7,7594.4,Corporate,In-Store,Credit Card
TXN1036,2024-08-26,August,8,Q3,2024,Chattogram,Star Mart BD,Food & Beverage,Mustard Oil,180,26,3.0,4539.6,Corporate,Field Agent,Credit Card
TXN1037,2024-08-26,August,8,Q3,2024,Chattogram,Prime Goods BD,Pharmaceuticals,Saline,40,14,13.0,487.2,Corporate,Field Agent,Cash
TXN1038,2024-08-26,August,8,Q3,2024,Dhaka,Bismillah Trading,Agro Products,Jute Bale,2200,47,2.9,100401.4,Government,Field Agent,bKash
TXN1039,2024-08-26,August,8,Q3,2024,Rajshahi,Karnaphuli Goods,Clothing & Textiles,Salwar Kameez,700,25,14.3,14997.5,Corporate,Distributor,Bank Transfer
TXN1040,2024-08-27,August,8,Q3,2024,Rangpur,Dhaka General Supplies,Stationery & Office,Ballpoint Pen Box,180,29,8.1,4797.18,Corporate,Field Agent,Credit Card
TXN1041,2024-08-27,August,8,Q3,2024,Barishal,Rahim & Sons Co.,Pharmaceuticals,Antacid Syrup,80,33,11.1,2346.96,Wholesale,Distributor,Bank Transfer
TXN1042,2024-08-27,August,8,Q3,2024,Chattogram,Star Mart BD,Pharmaceuticals,Saline,40,18,8.6,658.08,Retail,Distributor,Credit Card
TXN1043,2024-08-27,August,8,Q3,2024,Dhaka,Rahim & Sons Co.,Cosmetics & Beauty,Shampoo,220,16,7.9,3241.92,Government,Distributor,Bank Transfer
TXN1044,2024-08-27,August,8,Q3,2024,Mymensingh,Jamuna Suppliers,Cosmetics & Beauty,Shampoo,220,44,13.0,8421.6,Government,Online,Bank Transfer
TXN1045,2024-08-27,August,8,Q3,2024,Dhaka,Meghna Traders,Food & Beverage,Rice (50kg),2800,50,1.6,137760.0,Wholesale,Online,Nagad
TXN1046,2024-08-28,August,8,Q3,2024,Rangpur,Teesta Traders,Cosmetics & Beauty,Face Cream,250,21,11.2,4662.0,Government,Distributor,bKash
TXN1047,2024-08-28,August,8,Q3,2024,Dhaka,Al-Amin Wholesale,Agro Products,Hybrid Seeds,300,34,8.6,9322.8,Corporate,Online,Credit Card
TXN1048,2024-08-29,August,8,Q3,2024,Khulna,Rupsha Distributors,Stationery & Office,Notebook,60,1,0.1,59.94,Retail,Field Agent,Bank Transfer
TXN1049,2024-08-29,August,8,Q3,2024,Dhaka,Dhaka General Supplies,Electronics,Rice Cooker,2200,35,12.0,67760.0,Retail,Distributor,Cash
TXN1050,2024-08-30,August,8,Q3,2024,Chattogram,Karnaphuli Goods,Food & Beverage,Mineral Water,20,2,9.2,36.32,Retail,In-Store,Bank Transfer
TXN1051,2024-08-30,August,8,Q3,2024,Mymensingh,Bangladesh Agro Depot,Clothing & Textiles,Saree,1200,40,3.8,46176.0,Retail,In-Store,Bank Transfer
TXN1052,2024-08-31,August,8,Q3,2024,Rajshahi,Bismillah Trading,Pharmaceuticals,Antacid Syrup,80,6,2.6,467.52,Wholesale,Online,Credit Card
TXN1053,2024-09-01,September,9,Q3,2024,Mymensingh,Greenfield Distributors,Stationery & Office,Calculator,750,29,5.3,20597.25,Retail,In-Store,Nagad
TXN1054,2024-09-01,September,9,Q3,2024,Rajshahi,Bismillah Trading,Agro Products,Pesticide,850,33,4.3,26843.85,Corporate,Field Agent,Bank Transfer
TXN1055,2024-09-01,September,9,Q3,2024,Chattogram,Karnaphuli Goods,Clothing & Textiles,Panjabi,950,9,12.9,7447.05,Wholesale,Online,Nagad
TXN1056,2024-09-01,September,9,Q3,2024,Rajshahi,Sonali Commerce,Food & Beverage,Biscuit Pack,120,47,2.9,5476.44,Corporate,Distributor,bKash
TXN1057,2024-09-01,September,9,Q3,2024,Sylhet,Surma Trade Co.,Food & Beverage,Mineral Water,20,15,4.0,288.0,Retail,Field Agent,Cash
TXN1058,2024-09-01,September,9,Q3,2024,Dhaka,Star Mart BD,Agro Products,Fertilizer,1200,46,9.7,49845.6,Wholesale,Online,Cash
TXN1059,2024-09-01,September,9,Q3,2024,Dhaka,Shovon Brothers Ltd.,Stationery & Office,Printer Paper,550,14,11.4,6822.2,Wholesale,Online,Bank Transfer
TXN1060,2024-09-02,September,9,Q3,2024,Barishal,National Suppliers Ltd.,Agro Products,Hybrid Seeds,300,50,12.3,13155.0,Corporate,Distributor,bKash
TXN1061,2024-09-02,September,9,Q3,2024,Dhaka,Bismillah Trading,Home & Furniture,Bed Sheet Set,950,34,9.6,29199.2,Retail,Online,bKash
TXN1062,2024-09-02,September,9,Q3,2024,Dhaka,Metro Trading House,Clothing & Textiles,T-Shirt,450,14,14.6,5380.2,Government,Field Agent,Nagad
TXN1063,2024-09-02,September,9,Q3,2024,Dhaka,Meghna Traders,Home & Furniture,Bed Sheet Set,950,12,0.5,11343.0,Government,Distributor,Credit Card
TXN1064,2024-09-02,September,9,Q3,2024,Chattogram,Shovon Brothers Ltd.,Home & Furniture,Pillow,350,2,4.3,669.9,Retail,Online,Credit Card
TXN1065,2024-09-03,September,9,Q3,2024,Chattogram,Halda Merchants,Cosmetics & Beauty,Hair Oil,180,30,13.6,4665.6,Government,In-Store,Credit Card
TXN1066,2024-09-03,September,9,Q3,2024,Dhaka,National Suppliers Ltd.,Pharmaceuticals,Antibiotic,150,35,8.7,4793.25,Retail,Online,Bank Transfer
TXN1067,2024-09-03,September,9,Q3,2024,Sylhet,Halda Merchants,Cosmetics & Beauty,Face Cream,250,1,11.1,222.25,Wholesale,In-Store,Credit Card
TXN1068,2024-09-03,September,9,Q3,2024,Rajshahi,Padma Enterprise,Home & Furniture,Curtain,700,21,10.3,13185.9,Retail,In-Store,Bank Transfer
TXN1069,2024-09-03,September,9,Q3,2024,Sylhet,Metro Trading House,Home & Furniture,Pillow,350,22,11.4,6822.2,Wholesale,In-Store,Cash
TXN1070,2024-09-04,September,9,Q3,2024,Chattogram,Karnaphuli Goods,Electronics,Mobile Phone,18000,4,12.4,63072.0,Wholesale,In-Store,Nagad
TXN1071,2024-09-04,September,9,Q3,2024,Khulna,National Suppliers Ltd.,Pharmaceuticals,Paracetamol,10,21,2.1,205.59,Retail,Online,Nagad
TXN1072,2024-09-04,September,9,Q3,2024,Chattogram,Halda Merchants,Stationery & Office,Ballpoint Pen Box,180,39,4.9,6676.02,Government,Online,Credit Card
TXN1073,2024-09-05,September,9,Q3,2024,Khulna,Rupsha Distributors,Agro Products,Jute Bale,2200,19,3.0,40546.0,Government,Online,Cash
TXN1074,2024-09-05,September,9,Q3,2024,Dhaka,Meghna Traders,Agro Products,Pesticide,850,49,8.8,37984.8,Government,Distributor,Cash
TXN1075,2024-09-05,September,9,Q3,2024,Rangpur,Prime Goods BD,Electronics,Electric Fan,1500,2,10.4,2688.0,Retail,Online,Credit Card
TXN1076,2024-09-05,September,9,Q3,2024,Sylhet,Halda Merchants,Pharmaceuticals,Antacid Syrup,80,6,6.4,449.28,Retail,In-Store,Cash
TXN1077,2024-09-05,September,9,Q3,2024,Khulna,Halda Merchants,Clothing & Textiles,Panjabi,950,50,9.4,43035.0,Government,Distributor,Credit Card
TXN1078,2024-09-06,September,9,Q3,2024,Sylhet,Prime Goods BD,Clothing & Textiles,Panjabi,950,1,6.1,892.05,Government,Field Agent,Cash
TXN1079,2024-09-06,September,9,Q3,2024,Khulna,Halda Merchants,Electronics,Electric Fan,1500,20,4.6,28620.0,Government,Field Agent,bKash
TXN1080,2024-09-06,September,9,Q3,2024,Dhaka,Metro Trading House,Agro Products,Pesticide,850,37,7.6,29059.8,Government,In-Store,Bank Transfer
TXN1081,2024-09-06,September,9,Q3,2024,Barishal,Jamuna Suppliers,Agro Products,Fertilizer,1200,31,8.2,34149.6,Government,Online,Bank Transfer
TXN1082,2024-09-06,September,9,Q3,2024,Rajshahi,Bismillah Trading,Cosmetics & Beauty,Face Cream,250,16,0.6,3976.0,Wholesale,Online,Credit Card
TXN1083,2024-09-06,September,9,Q3,2024,Mymensingh,Bangladesh Agro Depot,Home & Furniture,Curtain,700,16,13.1,9732.8,Retail,Distributor,Credit Card
TXN1084,2024-09-06,September,9,Q3,2024,Rajshahi,Teesta Traders,Stationery & Office,Calculator,750,22,8.2,15147.0,Corporate,Distributor,bKash
TXN1085,2024-09-07,September,9,Q3,2024,Mymensingh,Bangladesh Agro Depot,Food & Beverage,Noodles,25,17,0.1,424.57,Corporate,Field Agent,Nagad
TXN1086,2024-09-07,September,9,Q3,2024,Dhaka,Jamuna Suppliers,Food & Beverage,Biscuit Pack,120,20,1.2,2371.2,Wholesale,Online,Bank Transfer
TXN1087,2024-09-07,September,9,Q3,2024,Khulna,Rahim & Sons Co.,Stationery & Office,Notebook,60,23,14.5,1179.9,Government,Distributor,Bank Transfer
TXN1088,2024-09-08,September,9,Q3,2024,Barishal,National Suppliers Ltd.,Agro Products,Pesticide,850,48,13.1,35455.2,Government,Field Agent,Nagad
TXN1089,2024-09-08,September,9,Q3,2024,Dhaka,Bismillah Trading,Pharmaceuticals,Vitamin C,30,31,13.6,803.52,Wholesale,Field Agent,Credit Card
TXN1090,2024-09-08,September,9,Q3,2024,Rajshahi,Padma Enterprise,Agro Products,Fertilizer,1200,12,0.6,14313.6,Retail,Field Agent,bKash
TXN1091,2024-09-08,September,9,Q3,2024,Dhaka,Bismillah Trading,Home & Furniture,Curtain,700,41,1.9,28154.7,Wholesale,In-Store,Cash
TXN1092,2024-09-08,September,9,Q3,2024,Chattogram,Teesta Traders,Home & Furniture,Plastic Chair,600,26,10.1,14024.4,Corporate,In-Store,Credit Card
TXN1093,2024-09-09,September,9,Q3,2024,Rajshahi,Bangladesh Agro Depot,Home & Furniture,Curtain,700,8,7.1,5202.4,Retail,Distributor,bKash
TXN1094,2024-09-09,September,9,Q3,2024,Dhaka,Halda Merchants,Electronics,Laptop,55000,37,6.0,1912900.0,Wholesale,In-Store,Credit Card
TXN1095,2024-09-09,September,9,Q3,2024,Chattogram,Star Mart BD,Agro Products,Jute Bale,2200,33,6.0,68244.0,Retail,In-Store,bKash
TXN1096,2024-09-09,September,9,Q3,2024,Sylhet,Greenfield Distributors,Electronics,Smart TV,35000,4,14.2,120120.0,Retail,Field Agent,Nagad
TXN1097,2024-09-09,September,9,Q3,2024,Dhaka,Teesta Traders,Cosmetics & Beauty,Shampoo,220,37,5.5,7692.3,Retail,Distributor,Nagad
TXN1098,2024-09-09,September,9,Q3,2024,Chattogram,Shovon Brothers Ltd.,Electronics,Smart TV,35000,44,13.3,1335180.0,Corporate,Field Agent,Cash
TXN1099,2024-09-09,September,9,Q3,2024,Chattogram,Karnaphuli Goods,Agro Products,Fertilizer,1200,4,9.7,4334.4,Government,Online,Nagad
TXN1100,2024-09-09,September,9,Q3,2024,Dhaka,Star Mart BD,Electronics,Mobile Phone,18000,27,12.8,423792.0,Wholesale,Field Agent,Bank Transfer
TXN1101,2024-09-10,September,9,Q3,2024,Dhaka,Bismillah Trading,Food & Beverage,Mineral Water,20,4,8.4,73.28,Government,Online,Bank Transfer
TXN1102,2024-09-10,September,9,Q3,2024,Chattogram,Metro Trading House,Stationery & Office,Ballpoint Pen Box,180,40,13.9,6199.2,Corporate,Online,bKash
TXN1103,2024-09-10,September,9,Q3,2024,Dhaka,Star Mart BD,Stationery & Office,Ballpoint Pen Box,180,49,10.6,7885.08,Government,In-Store,Cash
TXN1104,2024-09-10,September,9,Q3,2024,Barishal,Bismillah Trading,Cosmetics & Beauty,Face Cream,250,21,2.1,5139.75,Corporate,Field Agent,Bank Transfer
TXN1105,2024-09-10,September,9,Q3,2024,Dhaka,Meghna Traders,Stationery & Office,Notebook,60,7,3.5,405.3,Wholesale,Distributor,Bank Transfer
TXN1106,2024-09-10,September,9,Q3,2024,Chattogram,Sonali Commerce,Agro Products,Fertilizer,1200,40,5.0,45600.0,Corporate,In-Store,Cash
TXN1107,2024-09-10,September,9,Q3,2024,Khulna,Greenfield Distributors,Clothing & Textiles,Jeans,800,46,0.5,36616.0,Wholesale,In-Store,Bank Transfer
TXN1108,2024-09-11,September,9,Q3,2024,Dhaka,Padma Enterprise,Agro Products,Potato (Sack),1100,6,2.1,6461.4,Wholesale,Distributor,bKash
TXN1109,2024-09-11,September,9,Q3,2024,Dhaka,Bismillah Trading,Clothing & Textiles,Saree,1200,37,1.4,43778.4,Retail,Online,Credit Card
TXN1110,2024-09-11,September,9,Q3,2024,Dhaka,National Suppliers Ltd.,Food & Beverage,Biscuit Pack,120,20,10.8,2140.8,Retail,In-Store,bKash
TXN1111,2024-09-11,September,9,Q3,2024,Dhaka,Dhaka General Supplies,Stationery & Office,Calculator,750,19,14.3,12212.25,Corporate,Field Agent,Credit Card
TXN1112,2024-09-11,September,9,Q3,2024,Dhaka,Metro Trading House,Stationery & Office,Ballpoint Pen Box,180,30,5.4,5108.4,Wholesale,Field Agent,Nagad
TXN1113,2024-09-11,September,9,Q3,2024,Dhaka,Star Mart BD,Agro Products,Potato (Sack),1100,32,3.2,34073.6,Government,In-Store,Nagad
TXN1114,2024-09-11,September,9,Q3,2024,Rangpur,Bangladesh Agro Depot,Cosmetics & Beauty,Shampoo,220,41,11.4,7991.72,Retail,Field Agent,Bank Transfer
TXN1115,2024-09-11,September,9,Q3,2024,Sylhet,Bismillah Trading,Home & Furniture,Bed Sheet Set,950,10,10.3,8521.5,Government,In-Store,Cash
TXN1116,2024-09-12,September,9,Q3,2024,Chattogram,Sonali Commerce,Clothing & Textiles,Panjabi,950,48,14.8,38851.2,Corporate,Field Agent,Nagad
TXN1117,2024-09-12,September,9,Q3,2024,Dhaka,Bismillah Trading,Electronics,Mobile Phone,18000,16,3.5,277920.0,Corporate,In-Store,Cash
TXN1118,2024-09-12,September,9,Q3,2024,Dhaka,Surma Trade Co.,Cosmetics & Beauty,Lipstick,150,10,13.7,1294.5,Government,Online,Nagad
TXN1119,2024-09-12,September,9,Q3,2024,Rangpur,Padma Enterprise,Food & Beverage,Biscuit Pack,120,47,13.3,4889.88,Retail,Field Agent,Bank Transfer
TXN1120,2024-09-13,September,9,Q3,2024,Dhaka,National Suppliers Ltd.,Cosmetics & Beauty,Talcum Powder,90,36,7.1,3009.96,Retail,Online,Cash
TXN1121,2024-09-13,September,9,Q3,2024,Rajshahi,National Suppliers Ltd.,Electronics,Rice Cooker,2200,39,3.0,83226.0,Wholesale,Field Agent,Nagad
TXN1122,2024-09-13,September,9,Q3,2024,Dhaka,Jamuna Suppliers,Agro Products,Hybrid Seeds,300,24,6.4,6739.2,Wholesale,Field Agent,Cash
TXN1123,2024-09-14,September,9,Q3,2024,Chattogram,Dhaka General Supplies,Electronics,Rice Cooker,2200,23,3.6,48778.4,Government,Online,Cash
TXN1124,2024-09-14,September,9,Q3,2024,Rajshahi,Halda Merchants,Pharmaceuticals,Antacid Syrup,80,21,14.0,1444.8,Corporate,Online,bKash
TXN1125,2024-09-14,September,9,Q3,2024,Sylhet,Prime Goods BD,Food & Beverage,Biscuit Pack,120,21,9.0,2293.2,Wholesale,Distributor,Nagad
TXN1126,2024-09-14,September,9,Q3,2024,Rajshahi,Teesta Traders,Food & Beverage,Rice (50kg),2800,44,4.3,117902.4,Wholesale,Distributor,Credit Card
TXN1127,2024-09-14,September,9,Q3,2024,Rangpur,Bangladesh Agro Depot,Electronics,Electric Fan,1500,49,0.6,73059.0,Wholesale,In-Store,Credit Card
TXN1128,2024-09-14,September,9,Q3,2024,Dhaka,Meghna Traders,Electronics,Rice Cooker,2200,41,14.0,77572.0,Corporate,Online,Cash
TXN1129,2024-09-15,September,9,Q3,2024,Rangpur,Bangladesh Agro Depot,Pharmaceuticals,Saline,40,24,2.2,938.88,Government,In-Store,Bank Transfer
TXN1130,2024-09-15,September,9,Q3,2024,Chattogram,Prime Goods BD,Cosmetics & Beauty,Lipstick,150,14,11.3,1862.7,Retail,Field Agent,Bank Transfer
TXN1131,2024-09-15,September,9,Q3,2024,Dhaka,Bismillah Trading,Cosmetics & Beauty,Shampoo,220,40,1.5,8668.0,Retail,Distributor,Credit Card
TXN1132,2024-09-15,September,9,Q3,2024,Dhaka,Jamuna Suppliers,Stationery & Office,Ballpoint Pen Box,180,17,2.6,2980.44,Corporate,Field Agent,bKash
TXN1133,2024-09-16,September,9,Q3,2024,Rangpur,Teesta Traders,Stationery & Office,Ballpoint Pen Box,180,11,4.3,1894.86,Corporate,In-Store,bKash
TXN1134,2024-09-16,September,9,Q3,2024,Rajshahi,Padma Enterprise,Pharmaceuticals,Antacid Syrup,80,48,3.6,3701.76,Corporate,Online,bKash
TXN1135,2024-09-16,September,9,Q3,2024,Dhaka,National Suppliers Ltd.,Stationery & Office,Printer Paper,550,15,3.0,8002.5,Wholesale,Distributor,Credit Card
TXN1136,2024-09-16,September,9,Q3,2024,Mymensingh,Bangladesh Agro Depot,Clothing & Textiles,T-Shirt,450,18,9.6,7322.4,Corporate,Field Agent,Nagad
TXN1137,2024-09-16,September,9,Q3,2024,Dhaka,Rahim & Sons Co.,Stationery & Office,Calculator,750,1,9.1,681.75,Government,Online,bKash
TXN1138,2024-09-16,September,9,Q3,2024,Dhaka,Shovon Brothers Ltd.,Electronics,Mobile Phone,18000,13,1.0,231660.0,Government,Field Agent,bKash
TXN1139,2024-09-16,September,9,Q3,2024,Barishal,Greenfield Distributors,Pharmaceuticals,Paracetamol,10,13,14.8,110.76,Government,In-Store,Nagad
TXN1140,2024-09-16,September,9,Q3,2024,Chattogram,Halda Merchants,Agro Products,Jute Bale,2200,22,4.8,46076.8,Retail,Online,Nagad
TXN1141,2024-09-16,September,9,Q3,2024,Rajshahi,Meghna Traders,Home & Furniture,Pillow,350,26,9.6,8226.4,Retail,Online,bKash
TXN1142,2024-09-17,September,9,Q3,2024,Dhaka,Bismillah Trading,Cosmetics & Beauty,Talcum Powder,90,45,12.3,3551.85,Government,Distributor,bKash
TXN1143,2024-09-17,September,9,Q3,2024,Chattogram,Bangladesh Agro Depot,Stationery & Office,Printer Paper,550,7,1.1,3807.65,Wholesale,Field Agent,Bank Transfer
TXN1144,2024-09-17,September,9,Q3,2024,Sylhet,Prime Goods BD,Cosmetics & Beauty,Lipstick,150,37,0.7,5511.15,Retail,In-Store,Credit Card
TXN1145,2024-09-17,September,9,Q3,2024,Barishal,Rupsha Distributors,Stationery & Office,Notebook,60,22,13.8,1137.84,Wholesale,Online,Nagad
